Env             Server                              Port   Service              Status    
DT_AZ2          dember1-z2-b9.infra.dev.pndrs.de    80     HTTP                 FAILED    
DT_AZ2          dember1-z2-b9.infra.dev.pndrs.de    443    HTTPS                FAILED    
DT_AZ2          dember1-z2-b9.infra.dev.pndrs.de    389    LDAP                 FAILED    
DT_AZ2          dember1-z2-b9.infra.dev.pndrs.de    636    LDAPS                FAILED    
DT_AZ2          dember1-z2-b9.infra.dev.pndrs.de    88     Kerberos             FAILED    
DT_AZ2          dember1-z2-b9.infra.dev.pndrs.de    464    Kerberos kpasswd     FAILED    
DT_AZ2          dember1-z2-b9.infra.dev.pndrs.de    53     DNS                  FAILED    
DT_AZ2          dember1-z2-b10.infra.dev.pndrs.de   80     HTTP                 FAILED    
DT_AZ2          dember1-z2-b10.infra.dev.pndrs.de   443    HTTPS                FAILED    
DT_AZ2          dember1-z2-b10.infra.dev.pndrs.de   389    LDAP                 FAILED    
DT_AZ2          dember1-z2-b10.infra.dev.pndrs.de   636    LDAPS                FAILED    
DT_AZ2          dember1-z2-b10.infra.dev.pndrs.de   88     Kerberos             FAILED    
DT_AZ2          dember1-z2-b10.infra.dev.pndrs.de   464    Kerberos kpasswd     FAILED    
DT_AZ2          dember1-z2-b10.infra.dev.pndrs.de   53     DNS                  FAILED    
DT_AZ2          dember1-z2-b11.infra.dev.pndrs.de   80     HTTP                 FAILED    
DT_AZ2          dember1-z2-b11.infra.dev.pndrs.de   443    HTTPS                FAILED    
DT_AZ2          dember1-z2-b11.infra.dev.pndrs.de   389    LDAP                 FAILED    
DT_AZ2          dember1-z2-b11.infra.dev.pndrs.de   636    LDAPS                FAILED    
DT_AZ2          dember1-z2-b11.infra.dev.pndrs.de   88     Kerberos             FAILED    
DT_AZ2          dember1-z2-b11.infra.dev.pndrs.de   464    Kerberos kpasswd     FAILED    
DT_AZ2          dember1-z2-b11.infra.dev.pndrs.de   53     DNS                  FAILED    
DT_AZ2          dember1-z2-b12.infra.dev.pndrs.de   80     HTTP                 FAILED    
DT_AZ2          dember1-z2-b12.infra.dev.pndrs.de   443    HTTPS                FAILED    
DT_AZ2          dember1-z2-b12.infra.dev.pndrs.de   389    LDAP                 FAILED    
DT_AZ2          dember1-z2-b12.infra.dev.pndrs.de   636    LDAPS                FAILED    
DT_AZ2          dember1-z2-b12.infra.dev.pndrs.de   88     Kerberos             FAILED    
DT_AZ2          dember1-z2-b12.infra.dev.pndrs.de   464    Kerberos kpasswd     FAILED    
DT_AZ2          dember1-z2-b12.infra.dev.pndrs.de   53     DNS                  FAILED    
DT_AZ2          dember1-z2-b17.infra.dev.pndrs.de   80     HTTP                 FAILED    
DT_AZ2          dember1-z2-b17.infra.dev.pndrs.de   443    HTTPS                FAILED    
DT_AZ2          dember1-z2-b17.infra.dev.pndrs.de   389    LDAP                 FAILED    
DT_AZ2          dember1-z2-b17.infra.dev.pndrs.de   636    LDAPS                FAILED    
DT_AZ2          dember1-z2-b17.infra.dev.pndrs.de   88     Kerberos             FAILED    
DT_AZ2          dember1-z2-b17.infra.dev.pndrs.de   464    Kerberos kpasswd     FAILED    
DT_AZ2          dember1-z2-b17.infra.dev.pndrs.de   53     DNS                  FAILED    
DT_AZ2          dember1-z2-b99.infra.dev.pndrs.de   80     HTTP                 FAILED    
DT_AZ2          dember1-z2-b99.infra.dev.pndrs.de   443    HTTPS                FAILED    
DT_AZ2          dember1-z2-b99.infra.dev.pndrs.de   389    LDAP                 FAILED    
DT_AZ2          dember1-z2-b99.infra.dev.pndrs.de   636    LDAPS                FAILED    
DT_AZ2          dember1-z2-b99.infra.dev.pndrs.de   88     Kerberos             FAILED    
DT_AZ2          dember1-z2-b99.infra.dev.pndrs.de   464    Kerberos kpasswd     FAILED    
DT_AZ2          dember1-z2-b99.infra.dev.pndrs.de   53     DNS                  FAILED    
DT_AZ2          dember1-z2-b13.infra.dev.pndrs.de   80     HTTP                 FAILED    
DT_AZ2          dember1-z2-b13.infra.dev.pndrs.de   443    HTTPS                FAILED    
DT_AZ2          dember1-z2-b13.infra.dev.pndrs.de   389    LDAP                 FAILED    
DT_AZ2          dember1-z2-b13.infra.dev.pndrs.de   636    LDAPS                FAILED    
DT_AZ2          dember1-z2-b13.infra.dev.pndrs.de   88     Kerberos             FAILED    
DT_AZ2          dember1-z2-b13.infra.dev.pndrs.de   464    Kerberos kpasswd     FAILED    
DT_AZ2          dember1-z2-b13.infra.dev.pndrs.de   53     DNS                  FAILED    

Total failed: 672
